mistura1,mistura2,mistura3,mistura4
6.3955898737244725,-0.23743329573648175,-0.30780641325709124,1.056609941975569
7.747800730424281,7.750262699282078,-2.558880059026183,-8.823528655915492
13.282957588611037,6.289101970226803,-2.8034066875826333,-6.534965625644845
13.196258011478736,7.427886958170754,-3.3429585813037868,-7.260009618107634
1.900432864322644,0.9153041197915116,-0.297234359372635,-2.8893886494348564
3.3824572850734667,1.974463932825048,-0.5850075617904587,-2.7772023588374557
0.782778591997082,0.6037111325991041,0.7465228690317116,-0.7675537153255678
9.10234209681637,3.172308847633856,-2.88834133291522,-2.1571888481112835
6.958860446052023,2.649545920149403,-1.0581875231946067,-7.9864602613426
3.6438464188475,2.487802056267767,-0.9261361756643395,-4.6417708115718295
3.1791404273529933,5.181251574267037,-1.2985570677868798,-7.085042641768479
10.482615428950972,3.089499505678058,-2.0054067204715498,-4.645808798804604
3.8919101471521422,-0.6318142910044985,-0.838429673791155,-0.10769761187407977
2.0855123318745448,3.1870918484921495,-0.1759772732843676,-8.386431896646318
1.1612871805873002,2.125400911236363,1.4694414487514198,-5.564258675797714
16.878733016378032,10.673686635101632,-4.772148255644359,-10.142070945742928
9.035254263670367,3.4837605370304585,-2.1420683987743896,-4.09022659383717
2.405034537328036,0.40209576690717674,-0.28832619014365934,-4.422896608293808
6.3272632843151895,2.886179262751338,-0.7272064973296367,-7.9260920309735585
9.685337802919905,5.497707614514401,-2.2449887419533874,-6.6187865129551335
0.02266239282269175,0.2758928541435206,1.6235454115123031,-3.1942502651130282
8.287162135268122,-0.26644636703435426,-1.569938457173123,0.9471784166190609
7.37618450924969,2.6622073337654357,-1.1155261191004056,-8.571473106111826
2.227678051468344,0.4290546091875686,-0.015526558544156702,-1.2063886153120982
7.882640937177568,2.997615635907739,-1.6695304916706013,-7.147347035554847
8.65935388902985,6.670575985973952,-2.9597263310256916,-8.873220901593418
5.379849933311679,3.516031784734489,-0.3142547930403897,-4.963201577473796
6.166593719539828,4.6654465702960675,-1.7975817353522543,-6.4882452982283585
0.8044433517631475,-0.2349690209342689,0.5775290593928544,-0.842349812785738
3.614964222809238,2.1024489867892475,-1.3002595126831338,-2.4844688025636237
6.414205546240907,6.860528617575936,-2.300394290542061,-8.106511119448522
4.363808227544747,-0.3197192203091107,-0.8531590529752181,-0.18713100551327277
5.924539464963326,-3.0463001729450565,-0.6009907588682324,1.264782017293307
16.68341719146619,8.46204335107389,-4.28639270551582,-7.885352256575307
5.8754607356766275,0.07764465727363881,-1.719268280489299,0.03463146933439942
8.238702973554716,4.275898772675153,-1.4562029207697595,-9.122155980962111
9.172152230353438,7.138065742348533,-1.835416712031373,-10.938867236232673
8.641982831591216,3.257654313191114,-1.579031311082828,-6.718617932659098
1.8874851152242054,-0.8309809979226457,0.9182529935628244,-5.551152953262108
11.695327095209231,6.230878094991209,-3.400650173582685,-5.8480729417828075
12.07547894033973,6.041771423528928,-3.7164810706053255,-6.622766145564486
3.218820333600462,-4.443101304710046,-0.0908751767154784,2.030351569576839
1.6072440743446177,1.7086742653470934,0.5891403090599777,-4.733136750679999
6.271540910755099,2.221200606584394,-2.0785570145831573,-2.8269495497987966
