mistura1,mistura2,mistura3,mistura4
5.519116546969153,-5.860508677997482,-1.893947246541226,1.1390948440926087
2.470475476165667,-1.2049523692140038,-0.493410186105372,-1.0609686309417232
6.510652444593388,2.313558164808396,-2.4691707922689194,-5.045069290127312
8.41024792106865,-9.61682232306237,-3.2662493994836876,-1.196977926718031
0.5889390925023587,3.552854889993982,-0.016203928114146678,-1.0981524368053859
5.733403009874946,2.9128535763568557,-1.5502137200909283,0.28953282539046526
2.5725246357955696,2.257188280828072,-0.4719445771260422,-1.8591262138134834
5.69190159956705,5.3862235749041965,-2.915504630083335,-7.4368671170152405
8.759491430565511,-11.61168552398846,-3.1664230248064236,1.5940422353072745
8.68093218338291,1.0641121617268714,-2.2987481584492597,-3.2057801201943894
7.554986444758123,1.908273752155458,-2.9912757240913335,-4.021280067492707
2.3465492457910395,-5.434843370227555,-0.8746856344871983,-0.8269524716400615
2.659708289932295,1.1865130218780988,-0.47440102048084587,-2.149407889666955
6.167261240190137,6.956831652134316,-2.3917515887017338,-3.0781934376154907
6.002935465026284,20.70244506817249,-1.3959870402093226,-4.638900644057248
7.790181018176428,4.418669375944073,-2.545319375925495,-1.9032204778126576
4.523146192499478,6.459246984444006,-1.2619545263420908,-3.9408859918601333
8.901593076944991,5.728353292013159,-2.505102201825177,-5.263176323744563
10.484257215120962,-12.735732193076608,-4.75150775924337,-1.7565307400280714
13.154524575157172,8.671706004561889,-4.424551040177261,-7.508589560194436
4.415389786797732,3.5925040564187265,-0.8460086766318249,-2.425578518462047
6.113012874123087,27.897452147897436,-0.6316763584101687,-7.108192984592273
4.2714571075323615,2.254906764806448,-1.0518227618213838,-3.340111760977806
3.493566679492559,4.450409395909227,-1.5320385949771793,-1.7155129177915924
18.411442848243997,10.043405101730034,-5.4782986839672425,-7.9083000122184055
12.193007578021396,-4.817341864068372,-4.757265655116017,-3.2598518135292474
9.318247374592495,18.465087482485593,-2.4403225607318193,-8.255191202841566
4.71104569237794,9.416077010138492,-0.9860055511586752,-2.60036627388332
2.100775908465424,8.574993477765771,-0.23007271961975115,-1.8248291149790705
8.374827137055691,-6.42073542865208,-2.1720096493757337,0.6417678321540353
5.369471768451307,16.13465604695904,-1.5818605828493324,-4.191942838026269
5.915189901523394,-14.967106569428271,-2.1610323116500543,4.949618164888134
3.9128684174106274,6.940144507753793,-1.4423233857432556,-1.7437018271808007
6.641641868654673,24.750406425751798,-1.4603358171823033,-6.215502301659897
3.303675848432241,-9.196895987096854,-1.4824147866112076,1.719798250577953
4.48693834013023,-4.007836352547453,-2.244497263908368,-0.12425338312798415
3.402168562431042,0.011103324964311828,0.27442891760837057,2.0036636155009657
-0.968701599881962,-8.219137088254113,1.1189748323856326,4.684017665714309
1.2916822920803057,-12.784354709038315,-0.868005602216471,0.2558027704719696
2.1742546945643424,1.7135501510311286,-0.32164809412657536,-0.747268297785348
3.3212050891882883,-10.52415520986591,-1.0421004998601315,2.706613503853723
8.76116733615088,9.683640832957122,-2.1637752667881403,-4.621460884023086
5.756640558494494,-6.02177874721641,-2.843960405186608,-0.9136622743431229
3.9612394212912423,16.8283284832165,-0.030997124466148208,-3.5024377628802097
3.879872201690915,-5.15419315267979,-1.3748428249853413,-0.6856610357574735
5.438849656161302,-2.8001101700965783,-1.4093899079321932,1.3240145641983239
0.17322958451014123,6.131591500684299,1.412395694039548,1.09913267261009
5.473522826965985,-10.140810445888887,-2.6906102542973143,0.8149765418136158
6.0041344678451365,6.246467208593738,-1.2042505249500588,-3.51326316215467
7.004773799563993,16.151291022865887,-2.1918565931182226,-4.802890372424685
6.279402799836289,-12.796280144203076,-3.2299192011151208,0.40834596184216587
6.512387087733777,9.521178456123145,-2.320482631040044,-7.782163818629991
6.300798180003955,6.791529336323078,-1.1773603427515489,-3.7272252010188605
19.359349539813884,16.468720498946738,-5.813551228930669,-7.496888157100666
3.7776797388105305,-9.834824454283167,-2.273617834477651,0.06095038681350254
19.715006041833696,-4.57432486353438,-6.817502491401245,-3.3841949065893795
2.8979017917898093,6.027247326200631,-0.9350980268425524,-1.4401950407687365
-1.6193247586107018,0.6796202118375483,1.6763207337359107,2.041547577227096
1.030104980637576,-0.42005471214312357,0.7813651908253154,3.3171941591481473
7.411922002669855,11.217931631302251,-2.2936136068679382,-7.925001779979539
18.14327391442058,2.987377583205453,-6.6453018001515956,-6.400851334143138
2.835056014157665,4.151630564454258,-1.039389612578512,-2.0322977120746444
6.7606205071488805,6.433577496357319,-1.6525673719180995,-3.0606929616642278
-0.0009778858653693631,-7.675596260752073,0.4785295977411755,2.2354043677163533
14.835349370993786,25.17358624397543,-3.0546640689418147,-7.737214564622045
10.409499696169037,9.48811106085795,-2.5403372641951223,-4.042841970315022
4.1342764119961775,-10.22789787240878,-2.179391573209165,1.0504280369798598
13.024460240439959,13.610054500279912,-3.9778418080295346,-6.697239774573353
5.793799046878923,-7.161725063635651,-2.853691650698802,-0.13950498140232123
11.126136893778982,12.859114936124763,-2.819297072642694,-4.839179389186449
5.739073232106624,18.308707063160305,-1.3302752585716446,-8.615160418658025
6.219245593707573,-4.7342426020403625,-2.754644156362917,-1.2808188891792345
3.964090234388663,11.337174506410367,-1.0920502230330684,-3.0831845114801006
8.169569437285105,8.471190541530753,-2.4366273437350827,-4.098438195210721
5.875835251820132,10.493927370847317,-1.6832203483124764,-3.062607694767333
6.650942319578844,21.583590635053813,-0.8906402198850811,-5.148514717939116
0.9771080473789383,-2.4483375160402097,-0.3602753372202518,0.6647666364815968
12.37079815882168,-0.3076225988248888,-4.260313522781672,-4.287127329722786
10.827921965643016,-7.026348206616408,-2.2117653584041452,2.213654654040164
3.9332266155679063,-7.302878296872167,-0.7252430664087008,1.6531314909439714
15.791539639642554,5.099551429256978,-3.639126791778837,-2.930864210680336
14.180390318108756,7.174528452480717,-3.6734236836662544,-1.9474137560581186
8.457780717490744,8.962542007597639,-2.541392261198399,-5.825848066360966
12.826239792608954,15.431185843352612,-3.6580290049305524,-7.122807238365182
11.253671160642662,4.945290091288189,-3.9384458462170926,-3.408061688896242
-0.9298115291314302,12.610081731737338,1.7628758553129604,-0.5146534108214613
3.9369075712104196,-0.5287803359278783,-1.2179449020918673,-1.0609418921214204
8.549850571004528,31.13586391483579,-1.563795253390011,-7.9840310165688795
13.239817175723182,12.16894814876004,-3.109777957386818,-5.003271661491117
0.5399262114468089,-7.717304738255321,-0.018891072167393438,0.9755276983230478
0.47584147219615885,-10.420608948956733,-0.35396145984490535,1.9073047923844715
4.292347026985491,8.007888931242032,-0.7107728098149586,-3.5004348697620884
1.6030116039607274,-1.880505566602537,-1.2314204923661605,0.11023766040464361
3.692541281972378,5.444945631468107,-0.5261779280936744,1.3261654156868266
6.671781659432672,7.506946856483151,-1.8962772363593856,-2.736805592348311
3.1410450758286217,0.49286414441598997,-1.545767402273159,-0.8154368840002645
5.558761127639386,-6.30650792111459,-2.5108909825842507,0.11845104477645119
10.230418072533919,-7.9278728240478795,-3.8192861421582673,-3.189153536376911
4.353018572994805,-2.5851429388863236,-2.1545016411258304,-0.6294180917985934
1.7871088442392244,8.043145409686323,0.12951610490188212,-0.6091274981144493
