mistura1,mistura2,mistura3,mistura4
-0.3782426434127389,0.9491430245779544,0.22260797025079462,0.9531934922286797
0.6740163978945098,0.9999495390950569,-0.24388794824580592,-0.28030843491949714
0.5107665035415538,0.9999986900271067,-0.7384915999511494,-0.23111731648159653
0.9200986114560082,0.9384503453171394,0.6306362043633928,-0.5228959024043264
0.6521559473433227,0.9999528935851585,0.152618368244476,-0.9824944396098527
-0.6743129490373995,0.8027428463862091,0.7325434053388943,0.6234591260022783
0.8115691853004884,0.989468074110943,-0.37704683314833753,-0.09337003863441315
-0.05995344393488112,0.8675749855443537,-0.16773491785700523,-0.4841826725583964
0.7036810549159461,1.0,-0.9048170555920285,-0.0018720008550062418
-0.8512666793495001,0.9906146867520221,-0.994548467087884,0.33146613666044117
0.875842015206632,0.9992205692587759,0.7560384359132968,0.8473967145641237
-0.22456867093967808,0.9999980444885501,-0.5622613366624771,-0.19984383758867377
0.21876421074580388,0.748011497430921,0.14754183073959434,0.4114712755583969
-0.9460192692198661,0.9105954250145363,-0.04132306272745292,-0.005579430782335027
0.05537881779650209,0.9998544114997286,-0.9699145223019909,0.7194154127942615
0.9634912620405568,0.9910604318235503,0.7532575018835403,-0.21358462043136717
-0.9548741529421753,0.9871390328751949,-0.9545824009726637,0.503910811378627
0.6203044140839836,0.5723634098880468,0.15810764298463004,0.7488196176028736
-0.13970398687814206,0.9989678096524084,0.02768464714524047,0.7487060473961152
-0.5262176479179838,0.9952984392478319,-0.8517476364500536,-0.4385570693710911
-0.36785225081766837,0.9858557618358086,-0.03166024550285272,-0.9949398371152057
0.062127140441505135,0.999999838497557,-0.9412285851893699,0.44992467788573864
0.7932186878520538,0.9999991625820214,0.5390984073731082,-0.29218057278261633
0.5043347606194107,0.8311868934642357,-0.3058764489761301,-0.13539684818262768
-0.8787273463386978,0.9918900280302374,-0.5598063274291981,0.08971891620609501
-0.9444847116597525,0.9951724968347526,-0.06799438453930003,-0.9454951544433806
0.8379187107354058,0.9696426658687285,0.6326701630661005,-0.8887018276182101
